"survey_id","month","day","year","plot_id","species","sex","wgt"
"666bc521-e83b-4cc0-8275-b648996419ea","7","17","1977","6a090985-a7ce-4c04-b146-9b401d1dd796","NA","F",
"bd656f6a-183c-4117-9f46-6572046bc90e","7","17","1977","4dc16022-f28d-4b9d-9062-c7bc3ad43362","DM","M",
"890ad0b8-b09b-4aa1-b53c-81f402d319b8","7","17","1977","4dc16022-f28d-4b9d-9062-c7bc3ad43362","SH","M",
"2ee5f368-ee9f-46fb-b52b-57c49695291b","7","17","1977","aab65971-f64b-425e-9a78-17d7ec63423c","DM","M",
"d7b100c3-88fd-4a22-b916-b35b7f960502","7","17","1977","6a090985-a7ce-4c04-b146-9b401d1dd796","DM","M",
"e33528ff-01a2-46fa-a0b7-9f4dccea1394","7","17","1977","6a090985-a7ce-4c04-b146-9b401d1dd796","DM","M",
"d087f169-ddc4-4db3-b986-537ebed8e623","7","17","1977","0453e08f-14f0-48c8-b72b-f0e3e57917e6","DM","M",
"eeffd79d-be3e-492f-a673-214e5b58b384","7","17","1977","0453e08f-14f0-48c8-b72b-f0e3e57917e6","PP","M",
"4419d701-85ec-4c72-8bf5-1d01b343da23","7","17","1977","c85de67c-1590-4129-8953-0c530a565585","DS","F",
"33728f9c-f7f6-441f-bcb0-d0824b1d965d","7","17","1977","6a090985-a7ce-4c04-b146-9b401d1dd796","DM","F",
"dc521851-2396-424a-af26-7095dc6297ad","7","17","1977","c85de67c-1590-4129-8953-0c530a565585","DM","F",
"3facd3e7-a022-4093-9adb-b67db2c82ca7","7","17","1977","0453e08f-14f0-48c8-b72b-f0e3e57917e6","DM","F",
"c66c386e-b91f-4694-8809-1749d51789e1","7","17","1977","85292288-e747-42ca-9a53-e8ee8e187cd7","DM",,
"3542ba00-f6af-473f-a469-5d72c9bcfd71","7","17","1977","4dc16022-f28d-4b9d-9062-c7bc3ad43362","DM","F",
"b2012c9d-49df-45a3-882b-ae55babea003","7","17","1977","a609589e-f097-4e41-877d-3cd0490845b4","OT","F",
"9f28e55a-8c99-466d-93bc-90d731ab8268","7","17","1977","0453e08f-14f0-48c8-b72b-f0e3e57917e6","DM","F",
"4efaf343-85d0-4521-b065-8a02eb8760a3","7","17","1977","85292288-e747-42ca-9a53-e8ee8e187cd7","NA","M",
"984e1bf3-d6dc-4791-a8a7-7f652220190e","7","17","1977","0453e08f-14f0-48c8-b72b-f0e3e57917e6","DM","F",
"c47ef034-a58d-4e36-9c95-60f97e25101d","7","18","1977","dcbbd373-c22e-46ef-ae8b-ad88f5cf7475","DM","M",
"16da787f-b4cd-4b4c-9d2f-ea101eeb417f","7","18","1977","bd967227-b528-4374-87fc-8769a15c7f58","DM","F",
"b365d602-6f19-4179-88eb-3615c58517b2","7","18","1977","01f5316e-7875-47a2-9ebe-088ae7239d4f","DS","F",
"6604bc06-bdd9-4861-bc8d-6b96bedc56bf","7","18","1977","312118f6-f394-4c17-a4ee-869a14ba5d75","DM","M",
"f47e1660-d2ca-4514-ba06-d84705d08333","7","18","1977","01f5316e-7875-47a2-9ebe-088ae7239d4f","DM","F",
"82dbd0b0-4924-4712-9c42-f7798eee8fd9","7","18","1977","d0365ef1-4c58-4b9d-9499-1e3f5bb0ba9d","DM","M",
"09582566-107b-4eac-b411-802ab98767fd","7","18","1977","1e87b11b-4795-4f41-bdff-2d5c4412be25","DM","M",
"c97e3bdf-7809-4b32-903d-f2a1f8192084","7","18","1977","01f5316e-7875-47a2-9ebe-088ae7239d4f","DM","M",
"9075430f-3845-47e4-a383-5c03c459c62b","7","18","1977","dcbbd373-c22e-46ef-ae8b-ad88f5cf7475","DM","F",
"9563df94-c99c-44ea-b509-21f24f00dc4a","7","18","1977","91829d58-c12e-47e8-ae31-185f46be21d2","PP","F",
"11a32658-23cc-442a-adc9-5e5f3b4fd00f","7","18","1977","01f5316e-7875-47a2-9ebe-088ae7239d4f","DM","F",
"5a256281-192f-45f9-879c-1179ec7d0440","7","18","1977","312118f6-f394-4c17-a4ee-869a14ba5d75","DM","F",
"19eda232-667f-4625-b075-1536e218a7fa","7","18","1977","91829d58-c12e-47e8-ae31-185f46be21d2","DM","F",
"b19368d0-c85e-4a38-9fab-e9c79a08c2a2","7","18","1977","d0365ef1-4c58-4b9d-9499-1e3f5bb0ba9d","DM","M",
"b31e60a6-20f7-4f15-a392-44e68dab4c78","7","18","1977","01f5316e-7875-47a2-9ebe-088ae7239d4f","DM","M",
"e335af78-2afd-4327-90a8-cdae466a390c","7","18","1977","bd967227-b528-4374-87fc-8769a15c7f58","DM","M",
"14af82a3-a702-4233-8a73-db0f6c2c5ba9","7","18","1977","dcbbd373-c22e-46ef-ae8b-ad88f5cf7475","DM","M",
"89ac2528-8bf7-47ad-b86d-e47916923cf1","7","18","1977","d0365ef1-4c58-4b9d-9499-1e3f5bb0ba9d","DM",,
"fa2310ed-718c-491c-8320-42039ea6cddc","7","18","1977","91829d58-c12e-47e8-ae31-185f46be21d2","DS","M",
"b599ab29-0dea-4247-a2a5-8b73b66b7099","7","18","1977","1e87b11b-4795-4f41-bdff-2d5c4412be25","DM","M",
"6db24396-f3d1-40e7-b301-7bf15e409f10","7","18","1977","1e87b11b-4795-4f41-bdff-2d5c4412be25","PE","M",
"1e0e5fca-d8a0-40ba-8f35-b796898fa73e","7","18","1977","bd967227-b528-4374-87fc-8769a15c7f58","DM","M",
"b3320c97-2fb3-44cc-88d9-b2d3ab7c82f7","7","18","1977","1e87b11b-4795-4f41-bdff-2d5c4412be25","DM","M",
"3a15270e-09c7-47a3-ab2e-0ffcbda1f162","8","19","1977","b564c1fc-bd87-4525-92ee-8bb36928fc10","DM","M","40"
"72ab0a58-4e6d-4aa7-b5c7-abb10d49c141","8","19","1977","a7498949-7b94-4f8e-b253-3e26bbf80710","DM","M","48"
"a174df84-6bf3-42bb-8dae-be3fd45566a7","8","19","1977","7dcaddf5-d272-4b69-a49c-d4f3cf000084","DM","F","29"
"3658f574-1f07-4601-b053-f8656cb731cf","8","19","1977","7dcaddf5-d272-4b69-a49c-d4f3cf000084","DM","F","46"
"0d17daf5-df94-475a-b57f-8aea2477cee3","8","19","1977","a7498949-7b94-4f8e-b253-3e26bbf80710","DM","M","36"
"339bc5a9-47a0-425e-81c4-ec389e3433fd","8","19","1977","5c4fd793-b31b-4a99-8d9c-65f19e358dec","DO","F","52"
"ae9cf68c-ecdf-418e-966c-2f2305578e2c","8","19","1977","aeece3f0-4acf-4aaa-87cd-e04ac6c8ad2c","PF","M","8"
"c4b7f433-6dab-4136-b595-98f332cd3105","8","19","1977","b564c1fc-bd87-4525-92ee-8bb36928fc10","OX","F","22"
"5adfadfb-84f2-4e9a-bf38-2ade577c3c66","8","19","1977","a7498949-7b94-4f8e-b253-3e26bbf80710","DM","F","35"
"4daf9046-aae8-4279-b12c-87f8e2b85b57","8","19","1977","aeece3f0-4acf-4aaa-87cd-e04ac6c8ad2c","NA","M",
"9f3bfd55-ae17-4642-8e29-bc95af7a2e15","8","19","1977","b564c1fc-bd87-4525-92ee-8bb36928fc10","DS","F",
"27e99bca-b323-49e2-add0-3f7a41e7a521","8","19","1977","5c4fd793-b31b-4a99-8d9c-65f19e358dec","PF","M","7"
"7a00cdf0-9447-4f47-8449-056720988384","8","19","1977","5c4fd793-b31b-4a99-8d9c-65f19e358dec","DM","F","22"
"4f7ca60c-f1ea-47e7-87a9-5d92f62b7857","8","19","1977","aab65971-f64b-425e-9a78-17d7ec63423c","DS","F",
"65f2308d-96ea-48a5-b54f-57ea31f60dfb","8","19","1977","7dcaddf5-d272-4b69-a49c-d4f3cf000084","SS",,
"0ec6c1a8-c930-42b3-bbf9-7430b9ed7dac","8","19","1977","b7eb122e-a7c4-4982-97a0-fa67e45e6faf","PF","M","9"
"a82fc7f6-f4a4-4e93-b4b1-33ff647b2084","8","19","1977","a7498949-7b94-4f8e-b253-3e26bbf80710","DM","F","42"
"718694db-7a4c-4cba-86d0-fb779db22ed2","8","19","1977","b7eb122e-a7c4-4982-97a0-fa67e45e6faf","DS","M",
"900e99c1-0940-4919-a9ad-e9e8499fdf15","8","19","1977","7dcaddf5-d272-4b69-a49c-d4f3cf000084","PF","F","8"
"1ef2f7e4-c79d-4f2a-8338-0f38de53cfed","8","19","1977","7dcaddf5-d272-4b69-a49c-d4f3cf000084","DM","F","41"
"c908127d-0a44-4429-a149-0d7ab4232f68","8","20","1977","74992ac6-3c8f-4547-b5f9-d4b3f6793a85","DM","F","37"
"a2aa6071-52c8-4aa2-81e2-78a61094a3f3","8","20","1977","1e87b11b-4795-4f41-bdff-2d5c4412be25","DM","F","43"
"02f77eae-bfaa-466e-86a6-1a3139c23ce1","8","20","1977","bd967227-b528-4374-87fc-8769a15c7f58","DM","F","41"
"8f3c727d-faec-484f-9f4e-9d0850b43cd9","8","20","1977","01f5316e-7875-47a2-9ebe-088ae7239d4f","DM","F","40"
"fd459c89-65d8-424f-abaa-7caa76f26fa0","8","20","1977","c5e12154-6677-4d6c-8feb-52355cbc1f78","PF","F","9"
"57c14d70-fe02-44dd-9ee8-51d12e170f2c","8","20","1977","01f5316e-7875-47a2-9ebe-088ae7239d4f","DM","F","45"
"e02d5e2a-e496-414c-81da-faf58797a0c8","8","20","1977","91829d58-c12e-47e8-ae31-185f46be21d2","PP","F","15"
"cc703179-3d70-4c66-b2f9-c496c56d06bc","8","20","1977","01f5316e-7875-47a2-9ebe-088ae7239d4f","DM","M","29"
"9d2dede3-7a6b-4b69-9b77-c6fbb50d1123","8","20","1977","0453e08f-14f0-48c8-b72b-f0e3e57917e6","DS","F",
"1c421422-fa0e-4c48-935c-2cd09578d799","8","20","1977","74992ac6-3c8f-4547-b5f9-d4b3f6793a85","DM","M","39"
"e980f4b2-199c-4896-bc09-1b4e24ed3eac","8","20","1977","01f5316e-7875-47a2-9ebe-088ae7239d4f","DM",,"42"
"6388d706-449f-44df-a687-6236efe92aef","8","20","1977","01f5316e-7875-47a2-9ebe-088ae7239d4f","DM","F","43"
"a1a6f2e5-a2ad-4c8a-a4dc-c026a647b5ff","8","20","1977","bd967227-b528-4374-87fc-8769a15c7f58","DM","M","46"
"aba4b13e-2b24-4485-8173-c273225e692d","8","20","1977","91829d58-c12e-47e8-ae31-185f46be21d2","DM","M","41"
"93e85ffd-647d-40a6-81ea-a62a1ab4d43e","8","20","1977","01f5316e-7875-47a2-9ebe-088ae7239d4f","DM","M","41"
"0d3ec54e-12f6-4ebc-a83d-d050fa1eefe9","8","20","1977","c5e12154-6677-4d6c-8feb-52355cbc1f78","DM","M","40"
"2fb3e11a-b589-48d0-89bb-1c79e540a4c9","8","20","1977","0453e08f-14f0-48c8-b72b-f0e3e57917e6","DM","M","45"
"31bc6b05-74f2-46de-8c18-8665f73d935e","8","20","1977","c5e12154-6677-4d6c-8feb-52355cbc1f78","DS","F",
"6f550f46-b8a6-4651-b62a-700ee87cdcab","8","20","1977","c5e12154-6677-4d6c-8feb-52355cbc1f78","DM","F","46"
"ffead0bc-11bf-439e-a408-f6cd87a0dd1f","8","20","1977","bd967227-b528-4374-87fc-8769a15c7f58","DM","F","40"
"6e2f5f0f-0013-4285-98ee-8ea86733e99c","8","20","1977","01f5316e-7875-47a2-9ebe-088ae7239d4f","DM","F","30"
"a0ea1f1c-dc69-425b-af4d-23dc2fd683a1","8","20","1977","0453e08f-14f0-48c8-b72b-f0e3e57917e6","DS","M",
"a2aea7d1-441a-4aeb-96f9-95725f9452b3","8","20","1977","1e87b11b-4795-4f41-bdff-2d5c4412be25","DM","M","39"
"4ea65077-a9e2-4ca5-a8ba-809083bb762e","8","20","1977","91829d58-c12e-47e8-ae31-185f46be21d2","NA",,
"e4b0dba1-1c82-4975-acae-5ef44d4ce501","8","20","1977","01f5316e-7875-47a2-9ebe-088ae7239d4f","NA",,
"367eae6f-dd94-4f0c-a0d0-aadb605a98a4","8","20","1977","0453e08f-14f0-48c8-b72b-f0e3e57917e6","PP","M",
"407f46a9-3a22-4f4c-bdc9-8bd8168ba1df","8","20","1977","74992ac6-3c8f-4547-b5f9-d4b3f6793a85","DM","M","34"
"7030c164-c976-492e-b94d-879a0ab2a1de","8","20","1977","c85de67c-1590-4129-8953-0c530a565585","DS",,
"6366cdd6-a255-40f9-98f5-eba4c704900d","8","20","1977","0453e08f-14f0-48c8-b72b-f0e3e57917e6","DM","F","42"
"85a3965e-23de-4af5-b496-66bcb376a8ff","8","20","1977","bd967227-b528-4374-87fc-8769a15c7f58","DM","M","42"
"012527b6-2e6f-4814-851b-c5fba7364447","8","20","1977","c5e12154-6677-4d6c-8feb-52355cbc1f78","PF","F","8"
"33eca5b0-45bc-4598-b075-5221e35ee8be","8","21","1977","6a090985-a7ce-4c04-b146-9b401d1dd796","DM","F",
"707de001-8bd2-4507-8336-bf15aeb52ec5","8","21","1977","312118f6-f394-4c17-a4ee-869a14ba5d75","DM","M",
"428fb751-fed0-4cb7-975f-a72db7d77b40","8","21","1977","4dc16022-f28d-4b9d-9062-c7bc3ad43362","DM","F","31"
"c00934f5-7346-428c-835e-9a0627fb08b1","8","21","1977","312118f6-f394-4c17-a4ee-869a14ba5d75","OX","F",
"638fa177-fece-41f3-b58a-74ca9362e2fa","8","21","1977","85292288-e747-42ca-9a53-e8ee8e187cd7","DM","M",
"c12360f7-6ca6-4350-a7a8-6d05b926c323","8","21","1977","dcbbd373-c22e-46ef-ae8b-ad88f5cf7475","DM","M",
"f3d927ea-bff0-44ca-9d57-09ec1f6d2a38","8","21","1977","dcbbd373-c22e-46ef-ae8b-ad88f5cf7475","DM","M",
"9e934291-61c0-429d-8ff1-265a6d41e785","8","21","1977","6a090985-a7ce-4c04-b146-9b401d1dd796","NA",,
"4f81fee0-9e8e-4529-8b69-6a20f54a4bf2","8","21","1977","d0365ef1-4c58-4b9d-9499-1e3f5bb0ba9d","DM","F",
"cf06b4a9-3cd4-41f4-b0a9-2138fc6eb481","8","21","1977","85292288-e747-42ca-9a53-e8ee8e187cd7","DM","M",
"98b35c68-c4ec-4b1b-8f2e-9da42e5c7788","8","21","1977","486c68ed-972c-4baf-beea-f8a72216e580","DM","M",
"0b44f266-b52e-435c-925a-262b2a8682c1","8","21","1977","d0365ef1-4c58-4b9d-9499-1e3f5bb0ba9d","DM","M",
"3d2f3e77-c411-4517-b3b4-daa0dbe843df","8","21","1977","dcbbd373-c22e-46ef-ae8b-ad88f5cf7475","DM","F",
"713d880b-8076-47a4-b229-0cfd895ac82c","8","21","1977","486c68ed-972c-4baf-beea-f8a72216e580","DM","M",
"59652ffe-e979-46d0-9c3c-cf235215e5ae","8","21","1977","6a090985-a7ce-4c04-b146-9b401d1dd796","DM","M",
"8ec9060e-5b29-49ff-b8b6-0447e56c584f","8","21","1977","486c68ed-972c-4baf-beea-f8a72216e580","DM","F",
"31954534-06ae-46be-8c0b-7e8e74b6e2f0","8","21","1977","a609589e-f097-4e41-877d-3cd0490845b4","DM","F",
"a12272b3-ebb3-4dbc-8151-8df45ea92b68","8","21","1977","d0365ef1-4c58-4b9d-9499-1e3f5bb0ba9d","DM","M",
"6ba8c0b9-bf23-436d-8dc3-9b842bbeb684","8","21","1977","d0365ef1-4c58-4b9d-9499-1e3f5bb0ba9d","DM","F",
"c57b1fb4-2e7e-495e-961e-a818d979cd95","8","21","1977","6a090985-a7ce-4c04-b146-9b401d1dd796","DM","M",
"f0a7cbd9-0f6b-4616-b53c-222261e713df","8","21","1977","85292288-e747-42ca-9a53-e8ee8e187cd7","DS","F",
"7e5e0f72-f69a-45d5-b37d-097b291ae583","8","21","1977","6a090985-a7ce-4c04-b146-9b401d1dd796","DM","F",
"137fd67a-51d0-4bd5-93d8-2ee3dc15ef03","8","21","1977","4dc16022-f28d-4b9d-9062-c7bc3ad43362","PF","F",
"6f8f72a3-3a08-4d2c-97e8-e2efa791b736","8","21","1977","dcbbd373-c22e-46ef-ae8b-ad88f5cf7475","DM","F",
"af84b19f-754b-4dd4-8dc0-da22d0280465","8","21","1977","d0365ef1-4c58-4b9d-9499-1e3f5bb0ba9d","DM","M",
"fefb9356-2f25-44da-82eb-170ef1e13bf2","8","21","1977","486c68ed-972c-4baf-beea-f8a72216e580","PF","M",
"66b5ca93-45ec-43d7-a470-7e46efdc60ad","8","21","1977","dcbbd373-c22e-46ef-ae8b-ad88f5cf7475","DM","M",
"cd804de1-9db2-4ad1-86ec-fdd21242a9d6","8","21","1977","a609589e-f097-4e41-877d-3cd0490845b4","DM","M",
"7f7ded94-d9a7-4110-8574-3b4e6b27beb1","8","21","1977","85292288-e747-42ca-9a53-e8ee8e187cd7","DM","F",
"6da05387-dab5-480f-aec8-a0b25e7de102","8","21","1977","6a090985-a7ce-4c04-b146-9b401d1dd796","DM","M",
"a4ead8d5-0089-46f5-9395-0d5de3be0276","8","21","1977","6a090985-a7ce-4c04-b146-9b401d1dd796","DS","M",
"2cf25b2d-7ae0-4d4a-936d-aeedd830a7cd","8","21","1977","4dc16022-f28d-4b9d-9062-c7bc3ad43362","DM","F",
"5c652784-1978-4cc9-949c-47bccfc8cee3","8","21","1977","4dc16022-f28d-4b9d-9062-c7bc3ad43362","DM","F","40"
"a121786a-4f9b-4517-b2d7-d83f42692b21","8","21","1977","4dc16022-f28d-4b9d-9062-c7bc3ad43362","DM","M",
"54d041d2-4373-4f65-86f2-1d63f4749f38","8","21","1977","486c68ed-972c-4baf-beea-f8a72216e580","DM","M",
"ce1ad208-4e5c-489b-9dd2-efa3ebffe189","8","21","1977","dcbbd373-c22e-46ef-ae8b-ad88f5cf7475","DS","M",
"06da6928-d438-488d-8172-37445c5dae05","8","21","1977","312118f6-f394-4c17-a4ee-869a14ba5d75","DM","M",
"b01cd03d-9745-44cf-9f73-01bdefc8f025","8","21","1977","4dc16022-f28d-4b9d-9062-c7bc3ad43362","DM","M",
"a1addfe9-07d6-44eb-8d3d-826f6b3acf0a","8","21","1977","486c68ed-972c-4baf-beea-f8a72216e580","DM","M",
"bb9f668a-7a16-4eeb-a42d-6bbab537018a","8","21","1977","a609589e-f097-4e41-877d-3cd0490845b4","DS","F",
"9a40c512-4d09-46d8-b19f-606dd4bafd56","8","21","1977","dcbbd373-c22e-46ef-ae8b-ad88f5cf7475","DS","F",
"5109d656-b4df-44ed-a327-caf75a7c3f58","8","21","1977","dcbbd373-c22e-46ef-ae8b-ad88f5cf7475","DS",,
"0190a092-c59e-42db-9270-ae4003d29b10","8","21","1977","312118f6-f394-4c17-a4ee-869a14ba5d75","DM","M",
"b5406a95-16e0-44ee-b136-55efc664a495","9","11","1977","dcbbd373-c22e-46ef-ae8b-ad88f5cf7475","DM","M","37"
"47add85a-c46f-4e97-be50-3168cc08fef0","9","11","1977","d0365ef1-4c58-4b9d-9499-1e3f5bb0ba9d","DM","M","48"
"48d48cab-5122-425a-bbd8-a0424469d178","9","11","1977","c5e12154-6677-4d6c-8feb-52355cbc1f78","DS","M",
"1a9dc89b-5936-4304-b199-8a0e24009b7a","9","11","1977","312118f6-f394-4c17-a4ee-869a14ba5d75","DM","M",
"c8d965a5-55df-459e-ad62-259ec313d564","9","11","1977","c5e12154-6677-4d6c-8feb-52355cbc1f78","DM","M","42"
"4e11e7fd-7df8-4c7d-9399-ab7771fb03ab","9","11","1977","74992ac6-3c8f-4547-b5f9-d4b3f6793a85","DM","F","45"
"7d9cd525-eb89-4fe8-a8c1-88fce994ae61","9","11","1977","91829d58-c12e-47e8-ae31-185f46be21d2","PP","F","16"
"0f18dd41-71f2-4deb-b956-874d58b84783","9","11","1977","d0365ef1-4c58-4b9d-9499-1e3f5bb0ba9d","DM","F","36"
"a6b4885e-2321-4013-a774-565e69015d7a","9","11","1977","1e87b11b-4795-4f41-bdff-2d5c4412be25","DS","F",
"e461cc75-d213-4882-a772-0603d318e566","9","11","1977","312118f6-f394-4c17-a4ee-869a14ba5d75","OX","M",
"c2c120c5-0bfc-4ace-bd97-5f2c91e4b8f6","9","11","1977","74992ac6-3c8f-4547-b5f9-d4b3f6793a85","DM","M","42"
"7d46e986-a3ba-4995-b8b9-507884227986","9","11","1977","91829d58-c12e-47e8-ae31-185f46be21d2","DM","M","44"
"f996ab78-92f6-48ae-a147-20171e2b693a","9","11","1977","c5e12154-6677-4d6c-8feb-52355cbc1f78","DM","M",
"c48d26ad-517e-49ae-a0a4-03830db76134","9","11","1977","dcbbd373-c22e-46ef-ae8b-ad88f5cf7475","DM","F","41"
"d7fbecf6-3541-47c7-ba1f-e2cbcf6113a0","9","11","1977","91829d58-c12e-47e8-ae31-185f46be21d2","NA",,
"cdba18de-d86a-414f-9f48-9b822546659a","9","11","1977","d0365ef1-4c58-4b9d-9499-1e3f5bb0ba9d","PF","F","8"
"78650c47-0694-40a2-9e27-47dbc0b49281","9","11","1977","91829d58-c12e-47e8-ae31-185f46be21d2","DM","F","40"
"df69995d-e3e8-4e8e-9038-9f638581a1f6","9","11","1977","91829d58-c12e-47e8-ae31-185f46be21d2","DM","M","34"
"2bb74a68-f7bd-452a-ac76-ba51330129ba","9","11","1977","1e87b11b-4795-4f41-bdff-2d5c4412be25","DM","M","40"
"7f86d24a-e72a-43c5-bfcf-221e539ab13f","9","11","1977","91829d58-c12e-47e8-ae31-185f46be21d2","DS","M",
"0fc8dec5-9375-40b6-a633-f8a608e16cbb","9","11","1977","c5e12154-6677-4d6c-8feb-52355cbc1f78","OX","F","20"
"ec418891-d212-464e-9172-632cd8d8427e","9","11","1977","01f5316e-7875-47a2-9ebe-088ae7239d4f","DM","M","44"
"445edbf0-4d2e-4454-bab5-18e2c93dbd14","9","11","1977","91829d58-c12e-47e8-ae31-185f46be21d2","DM","M","44"
"987d46ea-6e3b-4de7-b957-feae69f840e0","9","11","1977","74992ac6-3c8f-4547-b5f9-d4b3f6793a85","DM","M","36"
"d7c2aae3-030e-49f9-ab5c-cd7cd6f1aec9","9","11","1977","dcbbd373-c22e-46ef-ae8b-ad88f5cf7475","DM","M","33"
"8bf9309c-37f5-445a-aedf-bb9a41cb2e61","9","11","1977","312118f6-f394-4c17-a4ee-869a14ba5d75","DS","M",
"86a0ace4-d07b-4d20-a8c0-0c8fda930cef","9","11","1977","c5e12154-6677-4d6c-8feb-52355cbc1f78","DM","F","46"
"bfaddbea-3d9a-43d3-b5af-0730d402b9ad","9","11","1977","dcbbd373-c22e-46ef-ae8b-ad88f5cf7475","DS","M",
"2db98c3a-828d-4b4c-a1c5-ac7ba994e93c","9","11","1977","91829d58-c12e-47e8-ae31-185f46be21d2","OX","F",
"77a9a129-4070-458e-88d3-78e7f44dec35","9","11","1977","1e87b11b-4795-4f41-bdff-2d5c4412be25","DM","F","35"
"58ea661e-b074-46d4-be36-4f04cd66b5c4","9","12","1977","85292288-e747-42ca-9a53-e8ee8e187cd7","DM","M","46"
"86a241fa-6501-4d04-b28e-63dd9097b8a8","9","12","1977","486c68ed-972c-4baf-beea-f8a72216e580","DS","F",
"140f9b6a-3f89-40bc-8feb-5d3a13dc17b8","9","12","1977","85292288-e747-42ca-9a53-e8ee8e187cd7","DM","F","37"
"435f4885-7d80-4d20-a45a-dcf748ad1df9","9","12","1977","a7498949-7b94-4f8e-b253-3e26bbf80710","DM","M","34"
"57e51968-05da-4776-879e-7cdb9c24dc29","9","12","1977","85292288-e747-42ca-9a53-e8ee8e187cd7","DS","M",
"66828fe1-f22e-4db8-aef8-86a4e3207b08","9","12","1977","7dcaddf5-d272-4b69-a49c-d4f3cf000084","DM","F","45"
"5c96bbf1-4952-4c85-87c6-86be58b64263","9","12","1977","a7498949-7b94-4f8e-b253-3e26bbf80710","PE",,
"87a07a8e-b41f-4257-b9e2-35eba52d1909","9","12","1977","0453e08f-14f0-48c8-b72b-f0e3e57917e6","NA",,
"e13f38de-14d4-494a-95bf-6d63b0bd8e8a","9","12","1977","7dcaddf5-d272-4b69-a49c-d4f3cf000084","DS","M",
"c08c3bb5-dfa7-4a36-8b8d-f42f132a5876","9","12","1977","a7498949-7b94-4f8e-b253-3e26bbf80710","PF","F","7"
"b351dd69-4370-497a-8878-c88f10098882","9","12","1977","486c68ed-972c-4baf-beea-f8a72216e580","DM","M","51"
"93819fe1-4e29-43cf-8c0f-ba1fcf12730e","9","12","1977","7dcaddf5-d272-4b69-a49c-d4f3cf000084","DM","M","39"
"cac523d8-c24e-4b72-af1c-b37aef81aa7d","9","12","1977","0453e08f-14f0-48c8-b72b-f0e3e57917e6","DM","M","29"
"d73403b6-cf9b-40eb-82c4-01212436ad9a","9","12","1977","85292288-e747-42ca-9a53-e8ee8e187cd7","DS","F",
"9f517538-fc68-40c4-aa65-9e96581db8df","9","12","1977","c85de67c-1590-4129-8953-0c530a565585","DS","M",
"3047e97d-a7cf-4f42-b5c1-6a515a1a7679","9","12","1977","85292288-e747-42ca-9a53-e8ee8e187cd7","DM","F","48"
